timestamp,error_code,thread_id,severity,service,message
2026-03-24 01:11:10,ISC.0077.9998E,894160,ERROR,UNKNOWN,Exception --> com.wm.app.b2b.server.ServiceException: [ISS.0088.9139] Output parameters do not conform to targetOutputSignature:
2026-03-24 01:11:23,ISS.0134.0042E,894108,ERROR,RECEPTION,JMS Trigger ABB_VIREMENTS_INSTANTANE.ABB_VIREMENT_INSTANTANE_PROCESS_RECEPTION.Default:subscriptionTrigger failed: com.wm.app.b2b.server.ISRuntimeException: [98.9998] Exception --> 0 com.wm.app.prt.Pr
2026-03-24 01:11:23,ISS.0134.0046E,894108,ERROR,RECEPTION,JMS Trigger ABB_VIREMENTS_INSTANTANE.ABB_VIREMENT_INSTANTANE_PROCESS_RECEPTION.Default:subscriptionTrigger has recovered the message(s).
2026-03-24 01:11:24,ISS.0134.0042E,894069,ERROR,PACS_ROUTER,JMS Trigger abb.simti.jms.synchronisationQueue:PacsOutRouter_Trigger_002 failed: com.wm.lang.flow.FlowException:
2026-03-24 01:11:24,ISS.0134.0042E,894866,ERROR,PACS_ROUTER,JMS Trigger abb.simti.jms.synchronisationQueue:PacsOutRouter_Trigger_002 failed: com.wm.lang.flow.FlowException:
2026-03-24 01:12:23,ISS.0134.0042E,895835,ERROR,RECEPTION,JMS Trigger ABB_VIREMENTS_INSTANTANE.ABB_VIREMENT_INSTANTANE_PROCESS_RECEPTION.Default:subscriptionTrigger failed: com.wm.app.b2b.server.ISRuntimeException: [98.9998] Exception --> 0 com.wm.app.prt.Pr
2026-03-24 01:12:23,ISS.0134.0046E,895835,ERROR,RECEPTION,JMS Trigger ABB_VIREMENTS_INSTANTANE.ABB_VIREMENT_INSTANTANE_PROCESS_RECEPTION.Default:subscriptionTrigger has recovered the message(s).
2026-03-24 01:13:23,ISS.0134.0042E,894502,ERROR,RECEPTION,JMS Trigger ABB_VIREMENTS_INSTANTANE.ABB_VIREMENT_INSTANTANE_PROCESS_RECEPTION.Default:subscriptionTrigger failed: com.wm.app.b2b.server.ISRuntimeException: [98.9998] Exception --> 0 com.wm.app.prt.Pr
2026-03-24 01:13:23,ISS.0134.0046E,894502,ERROR,RECEPTION,JMS Trigger ABB_VIREMENTS_INSTANTANE.ABB_VIREMENT_INSTANTANE_PROCESS_RECEPTION.Default:subscriptionTrigger has recovered the message(s).
2026-03-24 01:13:53,ISP.0090.0003C,894864,INFO,UNKNOWN,13000390102026121
2026-03-24 01:14:23,ISS.0134.0042E,894502,ERROR,RECEPTION,JMS Trigger ABB_VIREMENTS_INSTANTANE.ABB_VIREMENT_INSTANTANE_PROCESS_RECEPTION.Default:subscriptionTrigger failed: com.wm.app.b2b.server.ISRuntimeException: [98.9998] Exception --> 0 com.wm.app.prt.Pr
2026-03-24 01:14:23,ISS.0134.0046E,894502,ERROR,RECEPTION,JMS Trigger ABB_VIREMENTS_INSTANTANE.ABB_VIREMENT_INSTANTANE_PROCESS_RECEPTION.Default:subscriptionTrigger has recovered the message(s).
2026-03-24 01:14:24,ISS.0134.0042E,894502,ERROR,PACS_ROUTER,JMS Trigger abb.simti.jms.synchronisationQueue:PacsOutRouter_Trigger_002 failed: com.wm.lang.flow.FlowException:
2026-03-24 01:15:23,ISS.0134.0042E,894160,ERROR,RECEPTION,JMS Trigger ABB_VIREMENTS_INSTANTANE.ABB_VIREMENT_INSTANTANE_PROCESS_RECEPTION.Default:subscriptionTrigger failed: com.wm.app.b2b.server.ISRuntimeException: [98.9998] Exception --> 0 com.wm.app.prt.Pr
2026-03-24 01:15:23,ISS.0134.0046E,894160,ERROR,RECEPTION,JMS Trigger ABB_VIREMENTS_INSTANTANE.ABB_VIREMENT_INSTANTANE_PROCESS_RECEPTION.Default:subscriptionTrigger has recovered the message(s).
2026-03-24 01:15:25,ISS.0134.0042E,894502,ERROR,PACS_ROUTER,JMS Trigger abb.simti.jms.synchronisationQueue:PacsOutRouter_Trigger_002 failed: com.wm.lang.flow.FlowException:
2026-03-24 01:16:23,ISS.0134.0042E,894895,ERROR,RECEPTION,JMS Trigger ABB_VIREMENTS_INSTANTANE.ABB_VIREMENT_INSTANTANE_PROCESS_RECEPTION.Default:subscriptionTrigger failed: com.wm.app.b2b.server.ISRuntimeException: [98.9998] Exception --> 0 com.wm.app.prt.Pr
